City,Latitude,Country,Hemisphere,Type,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Lat,Lng,rng_1880_1910,rng_1911_1940,rng_1941_1970,rng_1971_2000,rng_2001_2017
Canberra,-35.3,Australia,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-35.2809368,149.1300092,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Montevideo,-34.88,Uruguay,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-34.9011127,-56.1645314,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Buenos Aires,-34.6,Argentina,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-34.6036844,-58.3815591,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Cape Town (legislative),-33.92,South Africa,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-33.9264168,18.4195839,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Santiago (official)Valparaíso (legislative),-33.45,Chile,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-33.4488897,-70.6692655,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Maseru,-29.3,Lesotho,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-29.3150767,27.4869229,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Bloemfontein(judicial),-29.12,South Africa,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-29.1155566,26.2164997,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Kingston,-29.05,Norfolk Island,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-29.0563937,167.959588,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Hanga Roa,-27.15,Easter Island,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-27.15,-109.4333,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Lobamba (royal and legislative),-26.42,Swaziland,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-26.400429,31.1824925,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Mbabane (administrative),-26.32,Swaziland,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-26.3054482,31.1366715,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Maputo,-25.97,Mozambique,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-25.969248,32.5731746,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Pretoria (executive),-25.73,South Africa,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-25.748344,28.216797,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Asunción,-25.27,Paraguay,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-25.2637399,-57.575926,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Adamstown,-25.07,Pitcairn Islands,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-25.0662897,-130.1004636,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Gaborone,-24.65,Botswana,south,44S-24S,-0.03,-0.05,0.03,0.0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0.0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75,-24.6282079,25.9231471,-6.34,-7.1,-2.3599999999999994,8.15,9.91
Windhoek,-22.57,Namibia,south,24S-EQU,-0.11,0.09,-0.04,-0.16,-0.18,-0.21,-0.24,-0.32,0.08,0.1,-0.5,-0.21,-0.28,-0.36,-0.22,-0.03,0.14,0.18,-0.29,-0.11,0.19,-0.06,-0.12,-0.39,-0.56,-0.12,-0.21,-0.35,-0.49,-0.53,-0.51,-0.46,-0.11,-0.18,-0.04,-0.03,-0.42,-0.58,-0.3,-0.17,-0.16,-0.24,-0.33,-0.26,-0.24,-0.2,0.06,-0.17,-0.16,-0.28,-0.12,0.02,-0.19,-0.31,-0.27,-0.24,-0.25,-0.15,-0.32,-0.17,0.26,0.42,0.04,-0.08,0.26,0.24,-0.08,-0.11,-0.17,-0.17,-0.3,-0.14,0.03,0.05,-0.3,-0.38,-0.38,0.08,0.14,0.08,-0.01,0.01,-0.05,0.1,-0.14,0.01,0.0,-0.17,-0.1,0.31,0.07,-0.22,0.28,0.29,-0.17,-0.16,-0.1,0.23,0.07,0.27,0.28,0.15,0.3,0.58,0.3,0.15,0.28,0.61,0.44,0.22,0.38,0.42,0.38,0.35,0.35,0.46,0.34,0.53,0.8,0.27,0.29,0.43,0.62,0.64,0.53,0.62,0.55,0.47,0.41,0.7,0.63,0.34,0.55,0.56,0.62,0.89,1.03,0.77,-22.5608807,17.0657549,-5.82,-6.010000000000001,-0.74,8.37,10.36
Nouméa,-22.27,New Caledonia,south,24S-EQU,-0.11,0.09,-0.04,-0.16,-0.18,-0.21,-0.24,-0.32,0.08,0.1,-0.5,-0.21,-0.28,-0.36,-0.22,-0.03,0.14,0.18,-0.29,-0.11,0.19,-0.06,-0.12,-0.39,-0.56,-0.12,-0.21,-0.35,-0.49,-0.53,-0.51,-0.46,-0.11,-0.18,-0.04,-0.03,-0.42,-0.58,-0.3,-0.17,-0.16,-0.24,-0.33,-0.26,-0.24,-0.2,0.06,-0.17,-0.16,-0.28,-0.12,0.02,-0.19,-0.31,-0.27,-0.24,-0.25,-0.15,-0.32,-0.17,0.26,0.42,0.04,-0.08,0.26,0.24,-0.08,-0.11,-0.17,-0.17,-0.3,-0.14,0.03,0.05,-0.3,-0.38,-0.38,0.08,0.14,0.08,-0.01,0.01,-0.05,0.1,-0.14,0.01,0.0,-0.17,-0.1,0.31,0.07,-0.22,0.28,0.29,-0.17,-0.16,-0.1,0.23,0.07,0.27,0.28,0.15,0.3,0.58,0.3,0.15,0.28,0.61,0.44,0.22,0.38,0.42,0.38,0.35,0.35,0.46,0.34,0.53,0.8,0.27,0.29,0.43,0.62,0.64,0.53,0.62,0.55,0.47,0.41,0.7,0.63,0.34,0.55,0.56,0.62,0.89,1.03,0.77,-22.2710727,166.4416459,-5.82,-6.010000000000001,-0.74,8.37,10.36
Avarua,-21.2,Cook Islands,south,24S-EQU,-0.11,0.09,-0.04,-0.16,-0.18,-0.21,-0.24,-0.32,0.08,0.1,-0.5,-0.21,-0.28,-0.36,-0.22,-0.03,0.14,0.18,-0.29,-0.11,0.19,-0.06,-0.12,-0.39,-0.56,-0.12,-0.21,-0.35,-0.49,-0.53,-0.51,-0.46,-0.11,-0.18,-0.04,-0.03,-0.42,-0.58,-0.3,-0.17,-0.16,-0.24,-0.33,-0.26,-0.24,-0.2,0.06,-0.17,-0.16,-0.28,-0.12,0.02,-0.19,-0.31,-0.27,-0.24,-0.25,-0.15,-0.32,-0.17,0.26,0.42,0.04,-0.08,0.26,0.24,-0.08,-0.11,-0.17,-0.17,-0.3,-0.14,0.03,0.05,-0.3,-0.38,-0.38,0.08,0.14,0.08,-0.01,0.01,-0.05,0.1,-0.14,0.01,0.0,-0.17,-0.1,0.31,0.07,-0.22,0.28,0.29,-0.17,-0.16,-0.1,0.23,0.07,0.27,0.28,0.15,0.3,0.58,0.3,0.15,0.28,0.61,0.44,0.22,0.38,0.42,0.38,0.35,0.35,0.46,0.34,0.53,0.8,0.27,0.29,0.43,0.62,0.64,0.53,0.62,0.55,0.47,0.41,0.7,0.63,0.34,0.55,0.56,0.62,0.89,1.03,0.77,-21.2129007,-159.7823059,-5.82,-6.010000000000001,-0.74,8.37,10.36
